district,date,month,year,visitors,type
Nizamabad,01-01-2019,January,2019,878,domestic
Nizamabad,01-02-2019,February,2019,915,domestic
Nizamabad,01-03-2019,March,2019,938,domestic
Nizamabad,01-04-2019,April,2019,958,domestic
Nizamabad,01-05-2019,May,2019,1193,domestic
Nizamabad,01-06-2019,June,2019,686,domestic
Nizamabad,01-07-2019,July,2019,990,domestic
Nizamabad,01-08-2019,August,2019,1004,domestic
Nizamabad,01-09-2019,September,2019,6572,domestic
Nizamabad,01-10-2019,October,2019,8849,domestic
Nizamabad,01-11-2019,November,2019,11950,domestic
Nizamabad,01-12-2019,December,2019,11400,domestic
Peddapalli,01-01-2019,January,2019,1055,domestic
Peddapalli,01-02-2019,February,2019,1157,domestic
Peddapalli,01-03-2019,March,2019,895,domestic
Peddapalli,01-04-2019,April,2019,942,domestic
Peddapalli,01-05-2019,May,2019,802,domestic
Peddapalli,01-06-2019,June,2019,735,domestic
Peddapalli,01-07-2019,July,2019,1085,domestic
Peddapalli,01-08-2019,August,2019,1505,domestic
Peddapalli,01-09-2019,September,2019,1785,domestic
Peddapalli,01-10-2019,October,2019,2080,domestic
Peddapalli,01-11-2019,November,2019,2225,domestic
Peddapalli,01-12-2019,December,2019,2315,domestic
Rajanna Sircilla ,01-01-2019,January,2019,6188298,domestic
Rajanna Sircilla ,01-02-2019,February,2019,1015550,domestic
Rajanna Sircilla ,01-03-2019,March,2019,1444971,domestic
Rajanna Sircilla ,01-04-2019,April,2019,1148062,domestic
Rajanna Sircilla ,01-05-2019,May,2019,1018131,domestic
Rajanna Sircilla ,01-06-2019,June,2019,1128849,domestic
Rajanna Sircilla ,01-07-2019,July,2019,422961,domestic
Rajanna Sircilla ,01-08-2019,August,2019,586118,domestic
Rajanna Sircilla ,01-09-2019,September,2019,501293,domestic
Rajanna Sircilla ,01-10-2019,October,2019,646492,domestic
Rajanna Sircilla ,01-11-2019,November,2019,1259371,domestic
Rajanna Sircilla ,01-12-2019,December,2019,1472801,domestic
Ranga Reddy,01-01-2019,January,2019, ,domestic
Ranga Reddy,01-02-2019,February,2019, ,domestic
Ranga Reddy,01-03-2019,March,2019, ,domestic
Ranga Reddy,01-04-2019,April,2019, ,domestic
Ranga Reddy,01-05-2019,May,2019, ,domestic
Ranga Reddy,01-06-2019,June,2019, ,domestic
Ranga Reddy,01-07-2019,July,2019, ,domestic
Ranga Reddy,01-08-2019,August,2019, ,domestic
Ranga Reddy,01-09-2019,September,2019, ,domestic
Ranga Reddy,01-10-2019,October,2019, ,domestic
Ranga Reddy,01-11-2019,November,2019, ,domestic
Ranga Reddy,01-12-2019,December,2019, ,domestic
Sangareddy ,01-01-2019,January,2019,144000,domestic
Sangareddy ,01-02-2019,February,2019,148000,domestic
Sangareddy ,01-03-2019,March,2019,747000,domestic
Sangareddy ,01-04-2019,April,2019,205000,domestic
Sangareddy ,01-05-2019,May,2019,133000,domestic
Sangareddy ,01-06-2019,June,2019,347000,domestic
Sangareddy ,01-07-2019,July,2019,467000,domestic
Sangareddy ,01-08-2019,August,2019,466150,domestic
Sangareddy ,01-09-2019,September,2019,468350,domestic
Sangareddy ,01-10-2019,October,2019,467470,domestic
Sangareddy ,01-11-2019,November,2019,481720,domestic
Sangareddy ,01-12-2019,December,2019,478470,domestic
Siddipet,01-01-2019,January,2019,140793,domestic
Siddipet,01-02-2019,February,2019,199549,domestic
Siddipet,01-03-2019,March,2019,204600,domestic
Siddipet,01-04-2019,April,2019,184412,domestic
Siddipet,01-05-2019,May,2019,110500,domestic
Siddipet,01-06-2019,June,2019,1037000,domestic
Siddipet,01-07-2019,July,2019,179320,domestic
Siddipet,01-08-2019,August,2019,190750,domestic
Siddipet,01-09-2019,September,2019,122550,domestic
Siddipet,01-10-2019,October,2019,191330,domestic
Siddipet,01-11-2019,November,2019,209130,domestic
Siddipet,01-12-2019,December,2019,217930,domestic
Suryapet,01-01-2019,January,2019,,domestic
Suryapet,01-02-2019,February,2019,,domestic
Suryapet,01-03-2019,March,2019,,domestic
Suryapet,01-04-2019,April,2019,,domestic
Suryapet,01-05-2019,May,2019,,domestic
Suryapet,01-06-2019,June,2019,,domestic
Suryapet,01-07-2019,July,2019,,domestic
Suryapet,01-08-2019,August,2019,,domestic
Suryapet,01-09-2019,September,2019,,domestic
Suryapet,01-10-2019,October,2019,,domestic
Suryapet,01-11-2019,November,2019,,domestic
Suryapet,01-12-2019,December,2019,,domestic
Vikarabad,01-01-2019,January,2019, ,domestic
Vikarabad,01-02-2019,February,2019, ,domestic
Vikarabad,01-03-2019,March,2019, ,domestic
Vikarabad,01-04-2019,April,2019, ,domestic
Vikarabad,01-05-2019,May,2019, ,domestic
Vikarabad,01-06-2019,June,2019, ,domestic
Vikarabad,01-07-2019,July,2019, ,domestic
Vikarabad,01-08-2019,August,2019, ,domestic
Vikarabad,01-09-2019,September,2019, ,domestic
Vikarabad,01-10-2019,October,2019, ,domestic
Vikarabad,01-11-2019,November,2019, ,domestic
Vikarabad,01-12-2019,December,2019, ,domestic
Wanaparthy ,01-01-2019,January,2019,28131,domestic
Wanaparthy ,01-02-2019,February,2019,22342,domestic
Wanaparthy ,01-03-2019,March,2019,20050,domestic
Wanaparthy ,01-04-2019,April,2019,23749,domestic
Wanaparthy ,01-05-2019,May,2019,20010,domestic
Wanaparthy ,01-06-2019,June,2019,20050,domestic
Wanaparthy ,01-07-2019,July,2019,32625,domestic
Wanaparthy ,01-08-2019,August,2019,35860,domestic
Wanaparthy ,01-09-2019,September,2019,21375,domestic
Wanaparthy ,01-10-2019,October,2019,21234,domestic
Wanaparthy ,01-11-2019,November,2019,32657,domestic
Wanaparthy ,01-12-2019,December,2019,20556,domestic
Warangal (Rural),01-01-2019,January,2019,28700,domestic
Warangal (Rural),01-02-2019,February,2019,28800,domestic
Warangal (Rural),01-03-2019,March,2019,29000,domestic
Warangal (Rural),01-04-2019,April,2019,26900,domestic
Warangal (Rural),01-05-2019,May,2019,24900,domestic
Warangal (Rural),01-06-2019,June,2019,27100,domestic
Warangal (Rural),01-07-2019,July,2019,28600,domestic
Warangal (Rural),01-08-2019,August,2019,31600,domestic
Warangal (Rural),01-09-2019,September,2019,32600,domestic
Warangal (Rural),01-10-2019,October,2019,31100,domestic
Warangal (Rural),01-11-2019,November,2019,32150,domestic
Warangal (Rural),01-12-2019,December,2019,32050,domestic
Warangal (Urban),01-01-2019,January,2019,151545,domestic
Warangal (Urban),01-02-2019,February,2019,157755,domestic
Warangal (Urban),01-03-2019,March,2019,154305,domestic
Warangal (Urban),01-04-2019,April,2019,150425,domestic
Warangal (Urban),01-05-2019,May,2019,143230,domestic
Warangal (Urban),01-06-2019,June,2019,144400,domestic
Warangal (Urban),01-07-2019,July,2019,145440,domestic
Warangal (Urban),01-08-2019,August,2019,148030,domestic
Warangal (Urban),01-09-2019,September,2019,151070,domestic
Warangal (Urban),01-10-2019,October,2019,147450,domestic
Warangal (Urban),01-11-2019,November,2019,153880,domestic
Warangal (Urban),01-12-2019,December,2019,147700,domestic
Yadadri Bhongir,01-01-2019,January,2019,479293,domestic
Yadadri Bhongir,01-02-2019,February,2019,56525,domestic
Yadadri Bhongir,01-03-2019,March,2019,481923,domestic
Yadadri Bhongir,01-04-2019,April,2019,441150,domestic
Yadadri Bhongir,01-05-2019,May,2019,345790,domestic
Yadadri Bhongir,01-06-2019,June,2019,370566,domestic
Yadadri Bhongir,01-07-2019,July,2019,332770,domestic
Yadadri Bhongir,01-08-2019,August,2019,389010,domestic
Yadadri Bhongir,01-09-2019,September,2019,366862,domestic
Yadadri Bhongir,01-10-2019,October,2019,381860,domestic
Yadadri Bhongir,01-11-2019,November,2019,365990,domestic
Yadadri Bhongir,01-12-2019,December,2019,477635,domestic
